img,num,basicLoop.thisRepN,basicLoop.thisTrialN,basicLoop.thisN,basicLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,basicRating1.response,basicRating1.rt,basicRating2.response,basicRating2.rt,basicRating3.response,basicRating3.rt,basicRating4.response,basicRating4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,date,group,expName,participant,frameRate,
./stim/MorphF4_01_orig.jpg,103,,,,,0,103,103,103,,,,,,,,,,,,,,,-11.953125,10.224609375,0,0,1,5.07683706284,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF10_06_orig.jpg,104,,,,,0,104,104,104,,,,,,,,,,,,,,,-11.953125,10.224609375,0,0,1,1.22284507751,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM3_00_orig.jpg,105,,,,,0,105,105,105,,,,,,,,,,,,,,,-11.953125,10.1953125,1,0,0,1.60537815094,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF7_08_orig.jpg,106,,,,,0,106,106,106,,,,,,,,,,,,,,,-11.923828125,10.048828125,1,0,0,1.65871810913,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF1_06_orig.jpg,107,,,,,0,107,107,107,,,,,,,,,,,,,,,-12.041015625,9.9609375,0,0,1,1.90846014023,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM7_02_orig.jpg,108,,,,,0,108,108,108,,,,,,,,,,,,,,,-12.041015625,9.9609375,0,0,1,1.75841808319,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM5_02_orig.jpg,109,,,,,0,109,109,109,,,,,,,,,,,,,,,-12.099609375,9.9609375,1,0,0,1.94324612617,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM6_08_orig.jpg,110,,,,,0,110,110,110,,,,,,,,,,,,,,,-12.0703125,9.90234375,0,0,1,3.78657603264,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF6_01_orig.jpg,111,,,,,0,111,111,111,,,,,,,,,,,,,,,-12.0703125,9.90234375,1,0,0,1.47327399254,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM3_08_orig.jpg,112,,,,,0,112,112,112,,,,,,,,,,,,,,,-12.041015625,9.755859375,1,0,0,1.45720696449,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF2_06_orig.jpg,113,,,,,0,113,113,113,,,,,,,,,,,,,,,-12.041015625,9.7265625,0,0,1,4.62315511703,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM9_05_orig.jpg,114,,,,,0,114,114,114,,,,,,,,,,,,,,,-12.041015625,9.609375,0,0,1,2.01030182838,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM7_06_orig.jpg,115,,,,,0,115,115,115,,,,,,,,,,,,,,,-12.041015625,9.521484375,0,0,1,1.38983488083,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF7_00_orig.jpg,116,,,,,0,116,116,116,,,,,,,,,,,,,,,-12.041015625,9.521484375,1,0,0,1.43899917603,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM7_00_orig.jpg,117,,,,,0,117,117,117,,,,,,,,,,,,,,,-12.041015625,9.404296875,0,0,1,2.49614095688,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM6_02_orig.jpg,118,,,,,0,118,118,118,,,,,,,,,,,,,,,-12.01171875,9.78515625,0,0,1,5.39548707008,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF7_04_orig.jpg,119,,,,,0,119,119,119,,,,,,,,,,,,,,,-11.923828125,9.90234375,1,0,0,3.40091514587,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF4_00_orig.jpg,120,,,,,0,120,120,120,,,,,,,,,,,,,,,-11.923828125,9.873046875,1,0,0,1.2557721138,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF9_07_orig.jpg,121,,,,,0,121,121,121,,,,,,,,,,,,,,,-12.099609375,9.55078125,0,0,1,4.42311692238,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF4_05_orig.jpg,122,,,,,0,122,122,122,,,,,,,,,,,,,,,-12.158203125,9.462890625,1,0,0,2.94871902466,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF5_10_orig.jpg,123,,,,,0,123,123,123,,,,,,,,,,,,,,,-12.216796875,9.375,0,0,1,3.13099098206,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM9_06_orig.jpg,124,,,,,0,124,124,124,,,,,,,,,,,,,,,-12.24609375,9.31640625,0,0,1,1.8588950634,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF1_00_orig.jpg,125,,,,,0,125,125,125,,,,,,,,,,,,,,,-12.24609375,9.228515625,1,0,0,2.22785305977,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF5_07_orig.jpg,126,,,,,0,126,126,126,,,,,,,,,,,,,,,-13.88671875,9.2578125,0,0,1,3.78475618362,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM6_06_orig.jpg,127,,,,,0,127,127,127,,,,,,,,,,,,,,,-13.916015625,9.287109375,0,0,1,4.7926659584,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF2_00_orig.jpg,128,,,,,0,128,128,128,,,,,,,,,,,,,,,-13.9453125,9.052734375,0,0,1,2.52877998352,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM6_03_orig.jpg,129,,,,,0,129,129,129,,,,,,,,,,,,,,,-14.033203125,8.818359375,0,0,1,3.71955084801,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM3_04_orig.jpg,130,,,,,0,130,130,130,,,,,,,,,,,,,,,-14.091796875,8.759765625,0,0,1,3.40016412735,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM8_01_orig.jpg,131,,,,,0,131,131,131,,,,,,,,,,,,,,,-14.12109375,8.759765625,0,0,1,1.72537589073,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM1_06_orig.jpg,132,,,,,0,132,132,132,,,,,,,,,,,,,,,-14.47265625,8.583984375,1,0,0,2.51051902771,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM2_09_orig.jpg,133,,,,,0,133,133,133,,,,,,,,,,,,,,,-14.4140625,8.291015625,0,0,1,4.18894100189,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF2_01_orig.jpg,134,,,,,0,134,134,134,,,,,,,,,,,,,,,-14.619140625,8.26171875,0,0,1,4.2534160614,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM5_01_orig.jpg,135,,,,,0,135,135,135,,,,,,,,,,,,,,,-14.619140625,8.26171875,0,0,1,1.85891008377,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF8_03_orig.jpg,136,,,,,0,136,136,136,,,,,,,,,,,,,,,-14.6484375,8.26171875,1,0,0,4.94310307503,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF10_03_orig.jpg,137,,,,,0,137,137,137,,,,,,,,,,,,,,,-14.677734375,8.115234375,1,0,0,1.17158102989,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM7_09_orig.jpg,138,,,,,0,138,138,138,,,,,,,,,,,,,,,-14.6484375,8.0859375,0,0,1,3.53518009186,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM9_00_orig.jpg,139,,,,,0,139,139,139,,,,,,,,,,,,,,,-14.6484375,8.02734375,1,0,0,2.27750897408,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM3_05_orig.jpg,140,,,,,0,140,140,140,,,,,,,,,,,,,,,-14.677734375,7.998046875,0,0,1,4.22235393524,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM1_07_orig.jpg,141,,,,,0,141,141,141,,,,,,,,,,,,,,,-14.677734375,7.998046875,0,0,1,4.79201006889,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM9_07_orig.jpg,142,,,,,0,142,142,142,,,,,,,,,,,,,,,-14.677734375,7.998046875,0,0,1,1.57419514656,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF3_03_orig.jpg,143,,,,,0,143,143,143,,,,,,,,,,,,,,,-14.619140625,7.96875,1,0,0,6.75263690948,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF4_07_orig.jpg,144,,,,,0,144,144,144,,,,,,,,,,,,,,,-14.765625,7.822265625,0,0,1,3.90378904343,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM2_10_orig.jpg,145,,,,,0,145,145,145,,,,,,,,,,,,,,,-14.94140625,7.822265625,0,0,1,3.85373616219,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF7_06_orig.jpg,146,,,,,0,146,146,146,,,,,,,,,,,,,,,-14.94140625,7.822265625,1,0,0,1.35598087311,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM8_02_orig.jpg,147,,,,,0,147,147,147,,,,,,,,,,,,,,,-15.17578125,7.79296875,0,0,1,4.84195399284,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF3_05_orig.jpg,148,,,,,0,148,148,148,,,,,,,,,,,,,,,-15.17578125,7.79296875,0,0,1,1.94300484657,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF6_04_orig.jpg,149,,,,,0,149,149,149,,,,,,,,,,,,,,,-15.17578125,8.84765625,1,0,0,2.81428003311,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM4_10_orig.jpg,150,,,,,0,150,150,150,,,,,,,,,,,,,,,-16.7578125,8.642578125,1,0,0,1.99319505692,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF10_08_orig.jpg,151,,,,,0,151,151,151,,,,,,,,,,,,,,,-17.431640625,9.0234375,0,0,1,3.29941987991,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF5_02_orig.jpg,152,,,,,0,152,152,152,,,,,,,,,,,,,,,-17.4609375,8.935546875,0,0,1,2.81428408623,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF1_05_orig.jpg,153,,,,,0,153,153,153,,,,,,,,,,,,,,,-17.4609375,9.052734375,0,0,1,3.31825780869,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF9_09_orig.jpg,154,,,,,0,154,154,154,,,,,,,,,,,,,,,-17.4609375,8.935546875,0,0,1,1.42257595062,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF5_03_orig.jpg,155,,,,,0,155,155,155,,,,,,,,,,,,,,,-17.4609375,8.935546875,0,0,1,1.37095189095,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF4_03_orig.jpg,156,,,,,0,156,156,156,,,,,,,,,,,,,,,-17.431640625,8.90625,1,0,0,4.38994598389,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF5_01_orig.jpg,157,,,,,0,157,157,157,,,,,,,,,,,,,,,-17.314453125,8.7890625,0,0,1,2.57946920395,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM1_01_orig.jpg,158,,,,,0,158,158,158,,,,,,,,,,,,,,,-17.314453125,8.73046875,1,0,0,3.24999189377,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF9_02_orig.jpg,159,,,,,0,159,159,159,,,,,,,,,,,,,,,-17.783203125,8.701171875,1,0,0,6.41784501076,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF2_02_orig.jpg,160,,,,,0,160,160,160,,,,,,,,,,,,,,,-18.017578125,8.5546875,0,0,1,1.99290108681,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM8_10_orig.jpg,161,,,,,0,161,161,161,,,,,,,,,,,,,,,-18.28125,8.525390625,0,0,1,3.36749410629,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM1_10_orig.jpg,162,,,,,0,162,162,162,,,,,,,,,,,,,,,-18.33984375,8.525390625,0,0,1,3.63402891159,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF10_04_orig.jpg,163,,,,,0,163,163,163,,,,,,,,,,,,,,,-18.310546875,8.5546875,1,0,0,1.59096002579,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF3_00_orig.jpg,164,,,,,0,164,164,164,,,,,,,,,,,,,,,-18.251953125,8.701171875,1,0,0,2.17746710777,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM2_07_orig.jpg,165,,,,,0,165,165,165,,,,,,,,,,,,,,,-18.3984375,8.671875,0,0,1,1.85771822929,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF7_05_orig.jpg,166,,,,,0,166,166,166,,,,,,,,,,,,,,,-18.45703125,8.671875,1,0,0,1.42157697678,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF6_03_orig.jpg,167,,,,,0,167,167,167,,,,,,,,,,,,,,,-18.486328125,8.701171875,1,0,0,2.9299800396,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF3_02_orig.jpg,168,,,,,0,168,168,168,,,,,,,,,,,,,,,-18.57421875,8.73046875,0,0,1,4.33890581131,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF1_01_orig.jpg,169,,,,,0,169,169,169,,,,,,,,,,,,,,,-18.603515625,8.759765625,1,0,0,2.09369492531,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM1_04_orig.jpg,170,,,,,0,170,170,170,,,,,,,,,,,,,,,-18.6328125,8.73046875,1,0,0,1.32266998291,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF4_09_orig.jpg,171,,,,,0,171,171,171,,,,,,,,,,,,,,,-18.779296875,8.642578125,0,0,1,2.74738907814,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM6_00_orig.jpg,172,,,,,0,172,172,172,,,,,,,,,,,,,,,-18.80859375,8.642578125,1,0,0,1.32274413109,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM5_09_orig.jpg,173,,,,,0,173,173,173,,,,,,,,,,,,,,,-18.837890625,8.525390625,0,0,1,4.00443410873,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF5_06_orig.jpg,174,,,,,0,174,174,174,,,,,,,,,,,,,,,-18.837890625,8.525390625,0,0,1,2.22733187675,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF9_01_orig.jpg,175,,,,,0,175,175,175,,,,,,,,,,,,,,,-19.1015625,8.525390625,0,0,1,1.87335586548,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM5_07_orig.jpg,176,,,,,0,176,176,176,,,,,,,,,,,,,,,-19.1015625,8.525390625,0,0,1,3.04862093925,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM2_01_orig.jpg,177,,,,,0,177,177,177,,,,,,,,,,,,,,,-19.248046875,8.73046875,1,0,0,2.69590210915,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM7_03_orig.jpg,178,,,,,0,178,178,178,,,,,,,,,,,,,,,-19.248046875,8.73046875,0,0,1,1.64103913307,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM9_09_orig.jpg,179,,,,,0,179,179,179,,,,,,,,,,,,,,,-19.27734375,8.701171875,0,0,1,2.94795393944,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF9_10_orig.jpg,180,,,,,0,180,180,180,,,,,,,,,,,,,,,-19.3359375,8.73046875,0,0,1,1.90972900391,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF8_10_orig.jpg,181,,,,,0,181,181,181,,,,,,,,,,,,,,,-19.3359375,8.73046875,0,0,1,1.50750017166,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF10_10_orig.jpg,182,,,,,0,182,182,182,,,,,,,,,,,,,,,-19.3359375,8.73046875,0,0,1,1.38948512077,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM3_09_orig.jpg,183,,,,,0,183,183,183,,,,,,,,,,,,,,,-19.3359375,8.73046875,0,0,1,2.74544906616,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF10_05_orig.jpg,184,,,,,0,184,184,184,,,,,,,,,,,,,,,-19.3359375,8.73046875,0,0,1,1.72623896599,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF6_00_orig.jpg,185,,,,,0,185,185,185,,,,,,,,,,,,,,,-19.3359375,8.73046875,1,0,0,2.49387311935,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF8_08_orig.jpg,186,,,,,0,186,186,186,,,,,,,,,,,,,,,-19.3359375,8.73046875,0,0,1,2.37637686729,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF7_10_orig.jpg,187,,,,,0,187,187,187,,,,,,,,,,,,,,,-19.541015625,8.37890625,1,0,0,0.851011991501,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM9_10_orig.jpg,188,,,,,0,188,188,188,,,,,,,,,,,,,,,-19.39453125,8.291015625,1,0,0,4.6920671463,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM10_05_orig.jpg,189,,,,,0,189,189,189,,,,,,,,,,,,,,,-19.39453125,8.291015625,1,0,0,4.06953907013,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM8_03_orig.jpg,190,,,,,0,190,190,190,,,,,,,,,,,,,,,-19.423828125,8.291015625,1,0,0,1.63885378838,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF2_10_orig.jpg,191,,,,,0,191,191,191,,,,,,,,,,,,,,,-19.482421875,8.291015625,0,0,1,2.44558501244,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM1_02_orig.jpg,192,,,,,0,192,192,192,,,,,,,,,,,,,,,-19.5703125,8.203125,0,0,1,2.04346013069,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM4_09_orig.jpg,193,,,,,0,193,193,193,,,,,,,,,,,,,,,-19.62890625,8.0859375,0,0,1,1.72453188896,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM8_07_orig.jpg,194,,,,,0,194,194,194,,,,,,,,,,,,,,,-19.62890625,7.998046875,0,0,1,4.33796906471,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM1_08_orig.jpg,195,,,,,0,195,195,195,,,,,,,,,,,,,,,-19.62890625,7.998046875,0,0,1,4.07123708725,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF4_08_orig.jpg,196,,,,,0,196,196,196,,,,,,,,,,,,,,,-19.658203125,7.96875,0,0,1,2.93188405037,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM9_04_orig.jpg,197,,,,,0,197,197,197,,,,,,,,,,,,,,,-19.599609375,7.96875,0,0,1,2.24437379837,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF1_09_orig.jpg,198,,,,,0,198,198,198,,,,,,,,,,,,,,,-19.921875,8.0859375,0,0,1,1.97649312019,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM9_08_orig.jpg,199,,,,,0,199,199,199,,,,,,,,,,,,,,,-20.80078125,8.84765625,0,0,1,4.28955197334,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF10_01_orig.jpg,200,,,,,0,200,200,200,,,,,,,,,,,,,,,-20.302734375,9.287109375,1,0,0,1.1209628582,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM10_00_orig.jpg,201,,,,,0,201,201,201,,,,,,,,,,,,,,,-19.86328125,7.79296875,1,0,0,1.18825387955,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM2_00_orig.jpg,202,,,,,0,202,202,202,,,,,,,,,,,,,,,-19.62890625,7.67578125,1,0,0,1.2222878933,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM9_01_orig.jpg,203,,,,,0,203,203,203,,,,,,,,,,,,,,,-19.5703125,7.587890625,1,0,0,1.50665616989,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF7_09_orig.jpg,204,,,,,0,204,204,204,,,,,,,,,,,,,,,-19.482421875,7.5,1,0,0,2.44556903839,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF9_00_orig.jpg,205,,,,,0,205,205,205,,,,,,,,,,,,,,,-19.04296875,7.32421875,1,0,0,3.09725499153,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM2_02_orig.jpg,206,,,,,0,206,206,206,,,,,,,,,,,,,,,-19.482421875,7.44140625,1,0,0,4.50683712959,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF8_05_orig.jpg,207,,,,,0,207,207,207,,,,,,,,,,,,,,,-19.482421875,7.44140625,1,0,0,1.25558590889,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF3_09_orig.jpg,208,,,,,0,208,208,208,,,,,,,,,,,,,,,-19.423828125,7.32421875,0,0,1,1.99343299866,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM5_10_orig.jpg,209,,,,,0,209,209,209,,,,,,,,,,,,,,,-19.453125,7.294921875,0,0,1,2.39555692673,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM8_08_orig.jpg,210,,,,,0,210,210,210,,,,,,,,,,,,,,,-19.51171875,7.20703125,0,0,1,3.18293190002,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM3_07_orig.jpg,211,,,,,0,211,211,211,,,,,,,,,,,,,,,-19.51171875,7.1484375,1,0,0,4.37287020683,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM5_06_orig.jpg,212,,,,,0,212,212,212,,,,,,,,,,,,,,,-19.62890625,6.97265625,0,0,1,5.00825405121,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF5_09_orig.jpg,213,,,,,0,213,213,213,,,,,,,,,,,,,,,-19.6875,6.9140625,0,0,1,2.06013607979,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF8_06_orig.jpg,214,,,,,0,214,214,214,,,,,,,,,,,,,,,-19.716796875,6.9140625,0,0,1,3.2838280201,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF5_04_orig.jpg,215,,,,,0,215,215,215,,,,,,,,,,,,,,,-19.716796875,6.9140625,0,0,1,1.52395200729,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM2_04_orig.jpg,216,,,,,0,216,216,216,,,,,,,,,,,,,,,-22.20703125,6.943359375,0,0,1,3.93687295914,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF2_05_orig.jpg,217,,,,,0,217,217,217,,,,,,,,,,,,,,,-22.001953125,6.4453125,0,0,1,1.90876317024,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphM7_01_orig.jpg,218,,,,,0,218,218,218,,,,,,,,,,,,,,,-22.060546875,6.298828125,0,0,1,1.33857893944,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
./stim/MorphF10_09_orig.jpg,219,,,,,0,219,219,219,,,,,,,,,,,,,,,-22.20703125,6.064453125,0,0,1,2.22755098343,2015_Sep_15_1204,K,facesParametric,3,59.7068398808,
