img,num,basicLoop.thisRepN,basicLoop.thisTrialN,basicLoop.thisN,basicLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,key_resp_2.keys,key_resp_2.rt,basicRating1.response,basicRating1.rt,basicRating2.response,basicRating2.rt,basicRating3.response,basicRating3.rt,basicRating4.response,basicRating4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,key_resp_5.keys,key_resp_5.rt,date,group,expName,participant,frameRate,
,,,,,,,,,,,,,,return,80.7766060829,,,,,,,,,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/09F_SP_O.jpg,,0,0,0,40,,,,,,,,,,,None,None,None,None,SUP,9.145,None,None,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/03F_SA_C.jpg,,0,1,1,18,,,,,,,,,,,SAD,1.75,None,None,None,None,None,None,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/02F_NE_C.jpg,,0,2,2,13,,,,,,,,,,,None,None,None,None,None,None,NTR,14.379,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/34M_FE_O.jpg,,0,3,3,72,,,,,,,,,,,None,None,FEA,4.681,None,None,None,None,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/34M_NE_C.jpg,,0,4,4,76,,,,,,,,,,,None,None,None,None,None,None,NTR,5.114,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/21M_AN_O.jpg,,0,5,5,42,,,,,,,,,,,None,None,ANG,2.164,None,None,None,None,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/21M_FE_O.jpg,,0,6,6,44,,,,,,,,,,,None,None,None,None,SUP,1.36,None,None,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/36M_HA_O.jpg,,0,7,7,80,,,,,,,,,,,HAP,2.56,None,None,None,None,None,None,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/07F_NE_C.jpg,,0,8,8,34,,,,,,,,,,,SAD,2.974,None,None,None,None,None,None,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/24M_FE_O.jpg,,0,9,9,58,,,,,,,,,,,None,None,None,None,SUP,8.786,None,None,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/01F_SA_C.jpg,,0,10,10,4,,,,,,,,,,,SAD,4.885,None,None,None,None,None,None,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/02F_SA_C.jpg,,0,11,11,11,,,,,,,,,,,SAD,1.379,None,None,None,None,None,None,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/36M_NE_C.jpg,,0,12,12,83,,,,,,,,,,,None,None,None,None,None,None,NTR,5.35,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/09F_FE_O.jpg,,0,13,13,37,,,,,,,,,,,None,None,None,None,DIS,6.971,None,None,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/06F_AN_O.jpg,,0,14,14,21,,,,,,,,,,,None,None,FEA,17.289,None,None,None,None,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/01F_FE_O.jpg,,0,15,15,2,,,,,,,,,,,None,None,FEA,3.488,None,None,None,None,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/24M_HA_O.jpg,,0,16,16,59,,,,,,,,,,,HAP,1.113,None,None,None,None,None,None,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/03F_DI_O.jpg,,0,17,17,15,,,,,,,,,,,None,None,None,None,DIS,1.293,None,None,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/09F_NE_C.jpg,,0,18,18,41,,,,,,,,,,,None,None,None,None,None,None,NTR,1.861,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/24M_AN_O.jpg,,0,19,19,56,,,,,,,,,,,None,None,ANG,3.426,None,None,None,None,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/09F_DI_O.jpg,,0,20,20,36,,,,,,,,,,,None,None,None,None,DIS,15.552,None,None,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/23M_HA_O.jpg,,0,21,21,52,,,,,,,,,,,HAP,1.765,None,None,None,None,None,None,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/07F_SA_C.jpg,,0,22,22,32,,,,,,,,,,,SAD,24.422,None,None,None,None,None,None,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
./basicStim/02F_FE_O.jpg,,0,23,23,9,,,,,,,,,,,None,None,None,None,SUP,1.962,None,None,,,,,,,,,,,,,2015_Sep_10_0937,G,facesParametric,3,59.8093483478,
